Nombre,Partido,Designación,Congreso,Senado,Legislaturas
"Meer Méndez, Rocío de",Vox,Almería,"2 (XIII, XIV)",–,2
"Meijón Couselo, Guillermo Antonio",PSdeG-PSOE,Pontevedra,"5 (X, XI, XII, XIII, XIV)",–,5
"Meilán Gil, José Luis †",UCD,La Coruña,"2 (C, I)",–,2
"Melchior Navarro, Ricardo",CC (ATI-AIC),Tenerife (Santa Cruz de Tenerife),–,1 (VIII),1
"Melia Goicoechea, José",CP,Madrid,1 (III),–,1
"Membrado Giner, Jesús",PSOE,Zaragoza,"2 (VIII, IX)",–,2
"Mena Arca, Joan Miquel",ECP (EUiA),Barcelona,"4 (XI, XII, XIII, XIV)",–,4
"Mena Martín, Josefa †",PSOE,Salamanca,–,1 (IX),1
"Mena-Bernal Romero, Ricardo †",CP,Sevilla,1 (III),–,1
"Menacho Villalba, Francisco",PSOE,Parlamento de Andalucía,–,"3 (X, XI, XII)",3
"Menchero Márquez, Pedro",UCD,Ciudad Real,1 (I),–,1
"Méndez Guillén, Daniel",PSOE,Madrid,1 (IX),–,1
"Méndez Martínez, Constantino",PSdeG-PSOE,Pontevedra,1 (V),–,1
"Méndez Monasterio, Lourdes","PP, Vox",Murcia,"5 (VIII, IX, X, XIII, XIV)",–,5
"Méndez Rodríguez, Cándido",PSOE,Jaén,"2 (I, II)",–,2
"Méndez de Vigo y Montojo, Íñigo",PP,Palencia,"2 (XI, XII)",–,2
"Mendiola Olarte, Coloma Francisca",PP,La Rioja,–,"5 (VIII, IX, X, XI, XII)",5
"Mendizabal Azurmendi, Amalur",Amaiur,Guipúzcoa,–,1 (X),1
"Mendizábal Gorostiaga, Arantza","EE, PSE-EE (PSOE)","Vizcaya, Álava","6 (IV, V, VI, VII, VIII, IX)",–,6
"Mendizábal y Uriarte, Pedro de †",AP,Vizcaya,1 (C),–,1
"Mendoza Cabrera, José",ICAN,Parlamento de Canarias,–,"2 (VII, VIII)",2
"Menéndez González-Palenzuela, Carmen",PSOE,Asamblea de Madrid,–,"2 (IX, X)",2
"Meneses Roqué, Pedro Anatael",PSOE,Tenerife (Santa Cruz de Tenerife),–,"2 (XIII, XIV)",2
"Mera Rodríguez, César José",PP,Pontevedra,–,"4 (V, VI, VII, VIII)",4
"Mercant Nadal, María Antonia",PP,Baleares,1 (IX),–,1
"Merchán Mesón, Carlota",PSOE,Madrid,1 (XII),–,1
"Merino Bayona, Luis Francisco",UCD,Parlamento de Andalucía,–,1 (II),1
"Merino Delgado, Jesús",PP,Segovia / Cortes de Castilla y León,"3 (VII, VIII, IX)",1 (VI),4
"Merino López, Rafael",PP,Córdoba,"6 (VII, VIII, IX, X, XI, XII)",–,6
"Merino Martínez, Javier",PP,La Rioja,1 (XIV),–,1
"Merino Portugal, María Esther",PP,Cantabria,–,"2 (XI, XII)",2
"Merino Santamaría, Antonio",PP,Vizcaya,"4 (IV, V, VI, VII)",–,4
"Mesa Ciriza, Fidel",PSOE,Jaén,–,"2 (VI, VII)",2
"Mesa Noda, Gerardo",AM,Fuerteventura (Las Palmas),–,"2 (III, IV)",2
"Mesa Parra, José María",CC-UCD,Barcelona,1 (I),–,1
"Mesón Miguel, Ángel","Podemos, UP",Álava,–,"2 (XI, XII)",2
"Mesquida Ferrando, Joan",C's,Baleares,1 (XIII),–,1
"Mestre Barea, Manuel",Vox,Alicante,"2 (XIII, XIV)",–,2
"Meyer Pleite, Willy Enrique",IU,Cádiz,1 (VI),–,1
"Miaja Sánchez, Fructuoso †",PSOE,Ceuta,–,1 (II),1
"Michavila Núñez, José María",PP,"Madrid, Valencia","5 (V, VI, VII, VIII, IX)",–,5
"Micheo Carrillo-Albornoz, Julia de",PP,Alicante,1 (X),–,1
"Miguel Gil, José María de",PSOE,La Rioja,–,1 (II),1
"Miguel López, César de †","AP-PDP, PP","Burgos, Toledo",1 (II),1 (IV),2
"Miguel Muñoz, Orlena María de",C's,Guadalajara,1 (XI),–,1
"Miguel Nieto, José Antonio de",PP,Soria,1 (IV),–,1
"Miguel Pérez, Isidro de †",PSOE,Madrid,–,1 (III),1
"Miguélez Pariente, María Aránzazu",PP,León,1 (X),–,1
"Milia Méndez, Luis",PSdeG-PSOE,Orense,–,1 (V),1
"Milián Mestre, Manuel",PP,Barcelona,"3 (IV, V, VI)",–,3
"Millán Carrascosa, Miguel Ángel",PSOE,Sevilla,1 (VIII),–,1
"Millán Salmerón, María Virginia",C's,Sevilla,"3 (XI, XII, XIII)",–,3
"Mingo Benítez, Jesús Vicente",PSOE,Madrid,1 (V),–,1
"Mingo Zapatero, Mario",PP,Madrid,"5 (VI, VII, VIII, IX, X)",–,5
"Mínguez Garcia, Montserrat",PSC-PSOE,Lérida,"2 (XIII, XIV)",–,2
"Mínguez Sierra, María del Carmen",PSOE,Ciudad Real,–,"1 (XIII, XIV)",1
"Miquel Serdà, Mònica",ICV,Barcelona,1 (VII),–,1
"Miquel i Valentí, Sergi","CDC, JxCat",Gerona,"3 (XII, XIII, XIV)",–,3
"Mir Mayol, Gregori",PSOE,Baleares. Mallorca,1 (II),1 (I),2
"Miralles i Guasch, Maria del Carme",PSC-PSOE,Tarragona,1 (VII),–,1
"Miranda de Lage, Ana Clara María",PSE-PSOE,Parlamento Vasco,–,"2 (II, III)",2
"Miranda Martínez, Manuel",PSOE,Albacete,–,"2 (XIII, XIV)",2
"Miranzo Martínez, Amalia †",PSOE,Cuenca,–,"3 (C, I, II)",3
"Mirón Canelo, José Antonio",C's,Salamanca,1 (XIII),–,1
"Misol de la Iglesia, Santos",AP-PDP,Zamora,–,1 (II),1
"Mòdol i Pifarré, Josep Ramon",PSC-PSOE,Lérida,1 (IV),1 (VI),2
"Modrego Vitoria, Anastasio Fernando",AP-PDP,Soria,1 (II),–,1
"Mogo Zaro, César Alejandro",PSdeG-PSOE,Lugo,–,"2 (XIII, XIV)",2
"Mohamed Ahmed, Hamed",PSOE,Ceuta,–,1 (XIII),1
"Mohamed dos Santos, Fátima",PP,Ceuta,–,"2 (XI, XII)",2
"Mohedano Fuertes, José María",PSOE,Valencia,"2 (IV, V)",–,2
"Molas i Batllori, Isidre",PSC-PSOE[1]​,Barcelona,–,"3 (VII, VIII, IX)",3
"Moldes Fontán, Francisco Javier",CDS,Pontevedra,1 (III),–,1
"Molina Cabrera, Juan",AP-PDP,Albacete,1 (II),–,1
"Molina Ciudad, Cristina Flora",PP,Ciudad Real,–,"2 (XI, XII)",2
"Molina Fernández de Miranda, Álvaro","CP, PP",Cádiz,1 (III),1 (V),2
"Molina García, José Manuel",PP,Toledo / Cortes de Castilla-La Mancha,1 (IV),"3 (IV, V, VI)",4
"Molina Sánchez, César Antonio",PSdeG-PSOE,La Coruña,1 (IX),–,1
"Molinary Malo, Ramón Luis",C's,Toledo,1 (XI),–,1
"Molinero Hoyos, Francisco",PP,Albacete,"3 (X, XI, XII)",–,3
"Molins i Amat, Joaquim †","CC-UCD, CiU",Barcelona,"4 (I, II, V, VI)",–,4
"Moll de Miguel, Mercedes",UCD,Granada,1 (C),–,1
"Moll Kammerich, Susanna",PSOE,Mallorca (Baleares),–,"2 (XIII, XIV)",2
"Mombiedro de la Torre, Rafael",UCD,Cuenca,–,1 (C),1
"Monago Terraza, José Antonio",PP,Asamblea de Extremadura,–,"3 (IX, XIII, XIV)",3
"Moneo Díez, María Sandra",PP,Burgos,"9 (VI, VII, VIII, IX, X, XI, XII, XIII, XIV)",–,9
"Monereo Pérez, Manuel Enrique",UP,Córdoba,1 (XII),–,1
"Monforte Arregui, Andoni",PNV,Guipúzcoa,"3 (C, I, II)",–,3
"Monforte Francia, Isaías †",AP-PDP,La Rioja,1 (II),–,1
"Monge Recalde, José Luis",UCD,Navarra,–,"2 (C, I)",2
"Monreal Zia, Gregorio Javier",ESEI[4]​,Guipúzcoa,–,1 (C),1
"Monroy Sánchez, Amparo",PP,Cáceres,–,"2 (XI, XII)",2
"Monsalve Rodríguez, José Carlos",CP,Segovia,–,1 (III),1
"Monserrat de León, Almudena",PP,Fuerteventura (Las Palmas),–,"2 (VIII, IX)",2
"Monsonís Domingo, Enrique †",UCD,Castellón,"2 (C, I)",–,2
"Montalbán Goicoechea, Josu",PSE-EE (PSOE),Vizcaya,1 (IX),–,1
"Montalvo Garrido, José",PP,Cuenca,–,"2 (VII, VIII)",2
"Montalvo Íñigo, Pedro Antonio",PSOE,La Rioja,–,"1 (XIII, XIV)",1
"Montaner Roselló, Jaime",PSOE,Huelva,–,1 (I),1
"Montañés Escobar, Pedro",UCD,Granada,–,1 (I),1
"Montelongo González, Águeda",PP,Las Palmas,1 (VII),–,1
"Monter González, Fernando",CP,Huesca,1 (III),–,1
"Montero Cuadrado, María Jesús",PSOE,Sevilla,"2 (XIII, XIV)",–,2
"Montero Gil, Irene","Podemos, UP",Madrid,"4 (XI, XII, XIII, XIV)",–,4
"Montero Gómez, Manuel †",PP-CG,Orense,–,1 (IV),1
"Montero Rodríguez, Celso †","CDG, PSdeG-PSOE",Orense / Parlamento de Galicia,–,"4 (C, I, II, III)",4
"Montero Soler, Alberto","Podemos, UP",Málaga,"2 (XI, XII)",–,2
"Montes Contreras, María del Carmen",PSOE,Córdoba,1 (VI),1 (VII),2
"Montes Jort, Félix",PSOE,Segovia,–,"3 (X, XI, XII)",3
"Montesdeoca Sánchez, Paulino †","AP-PDP, CP, PP",Las Palmas,"3 (II, III, IV)",–,3
"Monteserín Rodríguez, María Virtudes",PSOE,Asturias,"3 (VIII, IX, X)",–,3
"Montesinos Aguayo, Pablo †",PP,Málaga,"2 (XIII, XIV)",–,2
"Montesinos de Miguel, Macarena",PP,Alicante,"5 (VIII, IX, X, XIII, XIV)",–,5
"Montesinos García, Juan Antonio","AP-PDP-UV, CP, PP",Alicante,"3 (II, III, IV)",–,3
"Montilla Aguilera, José",PSC-PSOE,Barcelona / Parlamento de Cataluña,1 (VIII),"3 (X, XI, XII)",4
"Montilla Martos, José Antonio",PSOE,Granada,"2 (XIII, XIV)",–,2
"Montón Giménez, Carmen",PSOE,Valencia,"3 (VIII, IX, X)",–,3
"Montoro Romero, Cristóbal Ricardo",PP,"Madrid, Jaén, Sevilla","8 (V, VI, VII, VIII, IX, X, XI, XII)",–,8
"Montseny Masip, María Reyes †",PP,Barcelona,"3 (V, VI, VII)",–,3
"Montserrat Montserrat, Dolors",PP,Barcelona,"4 (IX, X, XI, XII)",–,4
"Montserrat i Solé, Antoni",PSUC-PCE,Barcelona,1 (I),–,1
"Monzón Cabrera, María Soledad",CC,Las Palmas,1 (VII),–,1
"Monzón y Ortiz de Urruela, Telesforo de †",HB,Guipúzcoa,1 (I),–,1
"Monzón Suárez, Paula",CC,Las Palmas,1 (V),–,1
"Mora Bernat, Manuel",PP-PAR,Huesca,1 (X),–,1
"Mora Devis, María José",PP,Valencia,1 (VI),1 (VII),2
"Mora Esteva, Manuel †",PSOE,Mallorca (Baleares),–,1 (C),1
"Mora Grande, María Isabel",Podemos,Parlamento de Andalucía,–,"3 (X, XI, XII)",3
"Mora-Granados Marull, Rafael de †",PSOE,Guadalajara,–,"2 (C, II)",2
"Moraga Ferrándiz, Rita",PSOE,Albacete,1 (IV),1 (V),2
"Moragas Sánchez, Jorge",PP,Barcelona,"5 (VIII, IX, X, XI, XII)",–,5
"Moragues Bertó, Salvador †",PSOE,Valencia,–,1 (C),1
"Moragues Gomila, Alberto",PSOE,Baleares,"3 (V, VI, VII)",–,3
"Moral Leal, María Luisa del",PP,Jaén,1 (XIII),–,1
"Moral Milla, María de la Paz del",PSOE,Jaén,1 (XI),–,1
"Moral i Reixach, Sixte",PSC-PSOE,Barcelona,1 (IX),–,1
"Moraleda Quílez, Fernando",PSOE,Ciudad Real,1 (IX),–,1
"Moraleja Gómez, Tristana María",PP,La Coruña,"4 (X, XII, XIII, XIV)",–,4
"Morales Lázaro, Antonio",PSOE,Málaga,–,"2 (XI, XII)",2
"Morales Liñán, Cipriano †",PSOE,Ciudad Real,–,1 (C),1
"Morales Montero, José Luis †",PP,Ceuta,–,"3 (V, VI, VII)",3
"Morales Morales, Jesús",CDS,Parlamento de Canarias,–,1 (IV),1
"Morales Moya, Pedro",UCD[6]​,Álava,1 (C),–,1
"Morales Quesada, Ramón",PSOE,Gran Canaria (Las Palmas),–,"2 (XIII, XIV)",2
"Morales Rodríguez, Claudina",CC (AM),Fuerteventura (Las Palmas),–,1 (VII),1
"Morán Fernández, Hugo Alfonso",PSOE,Asturias,1 (IX),–,1
"Morán Franco, María del Carmen",PSOE,León,–,"2 (XIII, XIV)",2
"Morán López, Fernando †",PSOE,Jaén. Asturias,1 (II),"2 (C, I)",3
"Morano González, Jacinto",Podemos,Asamblea de Madrid,–,"2 (XII, XIII)",2
"Morano Masa, Juan †",PP,León,"6 (IV, V, VI, VII, VIII, IX)",1 (X),7
"Moratalla Molina, José Enrique",PSOE,Granada,1 (VI),–,1
"Moratinos Cuyaubé, Miguel Ángel",PSOE,Córdoba,"2 (VIII, IX)",–,2
"Morenas Aydillo, Dolores Blanca †",UCD,Badajoz,"2 (C, I)",–,2
"Moreno Bonilla, Juan Manuel",PP,"Cantabria, Málaga / Parlamento de Andalucía","4 (VII, VIII, IX, X)","3 (X, XI, XII)",7
"Moreno Bustos, Ramón","PP-PAR, PP",Zaragoza,"7 (VI, VII, VIII, IX, X, XI, XII)",–,7
"Moreno Castrillo, Diego",PSOE,León,1 (IX),–,1
"Moreno Castro, Luis",PSOE,Córdoba,–,"2 (VIII, IX)",2
"Moreno del Cuvillo, Alfonso",PP,Cádiz,1 (V),–,1
"Moreno Díez, Eduardo †",UCD,Valladolid,"2 (C, I)",–,2
"Moreno Duque, María Isabel",PSOE,Cáceres,–,"2 (XIII, XIV)",2
"Moreno Esteban, María Ángeles Edita",PP,Soria,–,1 (X),1
"Moreno Felipe, Irene",PP,Albacete,1 (X),–,1
"Moreno Franco, Francisco",PSOE,Sevilla,1 (VI),"4 (II, III, IV, V)",5
"Moreno García, José Luis",UCD,Albacete,"2 (C, I)",–,2
"Moreno Gómez, Francisco",IU,Córdoba,1 (III),–,1
"Moreno González, Elena María",UCD,Pontevedra,"2 (C, I)",–,2
"Moreno González, María del Carmen",PSOE,Toledo,1 (V),–,1
"Moreno González, Raquel",PP,Toledo,–,1 (IX),1
"Moreno Latorre, Joaquín Francisco",C's,Teruel,1 (XIII),–,1
"Moreno Monrové, Sergio",PSOE,Cádiz,"3 (III, V, VI)",1 (IV),4
"Moreno Olmedo, Antonio",PA,Cádiz,1 (IV),–,1
"Moreno Palanques, Rubén Fausto",PP,Valencia,"3 (X, XI, XII)",1 (XIV),4
"Moreno Pérez-Caballero, José Luis",UCD,Zaragoza,–,1 (I),1
"Moreno Ruiz, María del Mar",PSOE,Parlamento de Andalucía,–,"4 (IX, X, XI, XII)",4
"Moreno Sirodey, Nazaria",PSOE,Sevilla,1 (VII),–,1
"Moreno de Acevedo San Pedro, Alfonso †",ID,Badajoz,–,1 (C),1
"Moreta Amat, Marcelino †","UCD, CC-UCD",Barcelona,"2 (C, I)",–,2
"Morillo Crespo, Antonio",UCD,Cádiz,1 (I),–,1
"Morlà Florit, Pau",PSOE,Baleares,1 (XIII),–,1
"Morlán Gracia, Víctor",PSOE,Huesca,"8 (III, IV, V, VI, VII, VIII, IX, X)",–,8
"Morlote Portilla, Jesús",PSOE,Parlamento de Cantabria,–,"3 (VII, VIII, IX)",3
"Moro Almaraz, María Jesús",PP,Salamanca,"5 (X, XI, XII, XIII, XIV)",–,5
"Moro Borrero, Francisco",PP,Huelva,–,1 (X),1
"Moro Cárdeno, Antonia Jesús",PSOE,Parlamento de Andalucía,–,1 (X),1
"Moro Rodríguez, Víctor",UCD,Pontevedra,1 (C),–,1
"Morodo Leoncio, Raúl",US-PSP,Madrid,1 (C),–,1
"Morso Pérez, Laura",CDS,Madrid,"2 (III, IV)",–,2
"Moscoso González, Alfonso Carlos",PSOE,Cádiz,–,"2 (XIII, XIV)",2
"Moscoso del Prado Hernández, Juan",PSOE,Navarra,"3 (VIII, IX, X)",–,3
"Moscoso del Prado Muñoz, Javier","UCD, PSOE (PAD), PSOE","Navarra, Madrid, Murcia","3 (I, II, III)",–,3
"Movellán Lombilla, Diego",PP,Cantabria,"3 (XII, XIII, XIV)",–,3
"Moya Esquiva, José Joaquín",PSOE,Alicante / Cortes Valencianas,1 (II),1 (III),2
"Moya López, Andrés †",UCD,Cuenca,–,1 (C),1
"Moya Matas, Jaume",ECP,Lérida,"2 (XI, XII)",–,2
"Moya Milanés, Pedro",PSOE,Córdoba,"5 (II, III, IV, V, VI)",–,5
"Moya Moreno, Arturo",UCD,Granada,"2 (C, I)",–,2
"Moya Moreno, Marina",PP,Cuenca,–,"2 (IX, X)",2
"Moya Nieto, María Encarnación",PSOE,Asamblea de Madrid,–,"4 (X, XI, XII, XIII)",4
"Moya Sanabria, Juan",PP,Sevilla,–,"3 (V, VI, VII)",3
"Moya Sanz, María Amparo",C's,Valencia,1 (XIII),–,1
"Mozos y de los Mozos, José Luis de los †",CP,Valladolid,–,1 (III),1
"Múgica Herzog, Enrique †","PSE-PSOE, PSE-EE",Guipúzcoa,"8 (C, I, II, III, IV, V, VI, VII)",–,8
"Muguruza Guarrochena, Jesús ""Josu"" †",HB,Vizcaya,1 (IV),–,1
"Mulet García, Carles",Compromís,Cortes Valencianas,–,"5 (X, XI, XII, XIII, XIV)",5
"Mulet Torres, Olga",PSOE,Castellón,1 (VI),–,1
"Muñoz Arbona, David Juan",PP,Ceuta,–,1 (XIV),1
"Muñoz Arias, Pedro †",UCD,Ciudad Real,1 (C),–,1
"Muñoz Cuenca, Alfonso",PSOE,Córdoba,–,"2 (XIII, XIV)",2
"Muñoz Dalda, Lucía Miriam",UP,Baleares,"2 (XIII, XIV)",–,2
"Muñoz de Diego, María Montserrat",IU,Madrid,1 (VIII),–,1
"Muñoz de la Iglesia, Esther",PP,León,–,"2 (XI, XII)",2
"Muñoz Fonteriz, Elena",PP,Parlamento de Galicia,–,"2 (XIII, XIV)",2
"Muñoz Gallego, Juan Antonio",PP,Toledo,1 (VII),–,1
"Muñoz García, Faustino",UCD,Cáceres,1 (I),–,1
"Muñoz García, Juan †",PSOE,Segovia,"4 (II, III, IV, V)",–,4
"Muñoz Gómez, José Vicente",PSC-PSOE,Barcelona,1 (IX),–,1
"Muñoz González, Pedro José",PSOE,Ávila,"5 (VIII, IX, X, XI, XII)",–,5
"Muñoz i Hernández, Pere",ERC[1]​,Tarragona,–,1 (IX),1
"Muñoz Ibáñez, Emilio †",UCD,Jaén,1 (C),–,1
"Muñoz Martín, José",PP,Salamanca,–,"3 (VIII, IX, X)",3
"Muñoz Obón, Carlos Enrique",PP-PAR,Teruel,1 (X),–,1
"Muñoz Peirats, Joaquín †",UCD,Valencia,"2 (C, I)",–,2
"Muñoz Resta, Miriam",PSOE,Baleares,"2 (VIII, IX)",–,2
"Muñoz Rosa, Encarnación",PSOE,Jaén,–,1 (IV),1
"Muñoz Salvà, Maria Gràcia",PSOE,Baleares,"2 (VIII, IX)",–,2
"Muñoz Sánchez, José †",PSOE,Parlamento de Andalucía,–,"2 (XII, XIII)",2
"Muñoz Santamaría, Lourdes",PSC-PSOE,Barcelona,"5 (VI, VII, VIII, IX, X)",–,5
"Muñoz Uriol, María Ángeles",PP,Málaga,"2 (VII, VIII)","4 (XI, XII, XIII, XIV)",6
"Muñoz Vidal, María",C's,Valencia,"2 (XIII, XIV)",–,2
"Muñoz-Alonso y Ledo, Alejandro †",PP,Madrid,"3 (IV, V, VI)","4 (VII, VIII, IX, X)",7
"Mur Bernad, José María",PAR,Zaragoza / Cortes de Aragón,"2 (IV, V)","3 (VII, VIII, IX)",5
"Murcia Barceló, Francisco Vicente",PP,Alicante,"5 (V, VI, VII, VIII, IX)",–,5
"Muriel López, Braulio †",Independiente,Málaga,–,1 (C),1
"Murillo Gómez, Vicente Romualdo",PSOE,Badajoz,–,1 (VII),1
"Murillo Murillo, María Ascensión",PSOE,Badajoz,–,1 (IX),1
"Muro Martín, Montserrat",PSOE,Toledo,–,"2 (XIII, XIV)",2
"Murria Climent, Carlos Daniel",PP,Castellón,1 (IX),"2 (VII, VIII)",3
"Musté i Folch, Josep Maria †",CiU,Tarragona,–,1 (IV),1
"Nacarino Muriel, Miguel Ángel",PSOE,Cáceres,–,"2 (XIII, XIV)",2
"Nacarino-Brabo Jiménez, Aurora",C's,Burgos,1 (XIII),–,1
"Nadal i Aymerich, Maria Dolors",PP,Barcelona,"2 (VIII, IX)",–,2
"Nadal Belda, Álvaro María",PP,"Albacete, Madrid","4 (IX, X, XI, XII)",–,4
"Nadal i Company, Rafael †",PSC-PSOE,Tarragona,–,"2 (I, II)",2
"Nadal Gaya, Juan Manuel †",CC-UCD,Lérida,–,1 (I),1
"Nadal i Malé, Joan Miquel",CiU,Tarragona,"4 (III, IV, V, VI)",–,4
"Naharro de Mora, María Encarnación",PP,Albacete,1 (VIII),1 (IX),2
"Nalda García, José Constantino",PSOE,Valladolid,–,"2 (II, III)",2
"Naranjo Bravo, María Josefa",PSOE,Guadalajara,1 (VIII),–,1
"Naranjo Gonzalo, Jaime",PSOE,Cáceres,1 (V),–,1
"Naranjo Porras, Pablo †",PSOE,Cáceres,–,1 (C),1
"Narbona Ruiz, María Cristina",PSOE,"Almería, Madrid","4 (VI, VIII, IX, X)","2 (XIII, XIV)",6
"Narváez Bandera, María Dolores",PSOE,Málaga,"2 (XIII, XIV)",–,2
"Nasarre Goicoechea, Eugenio",PP,"Madrid, Jaén, Granada","4 (VII, VIII, IX, X)",–,4
"Nasarre Oliva, Begoña",PSOE,Huesca,"2 (XIII, XIV)","2 (XI, XII)",4
"Nasarre de Letosa Conde, José †",UCD,Álava,1 (I),–,1
"Navajas González, María de la Salud",PSOE,Córdoba,–,1 (XI),1
"Navalpotro Gómez, Julio",PSOE,Madrid,1 (XIV),–,1
"Navarrete Merino, Carlos",PSOE,Huelva,"8 (C, I, II, III, IV, V, VI, VII)",–,8
"Navarrete Pla, Jordi",Podemos-Compromís-EUPV,Castellón,–,1 (XII),1
"Navarro Andreu, Enrique",PSOE,Castellón,–,1 (X),1
"Navarro Casillas, Isaura",IU-EUPV,Valencia,1 (VIII),–,1
"Navarro Cruz, María del Carmen",PP,Almería,"2 (IX, X)",–,2
"Navarro de Paz, María Australia",PP,Gran Canaria (Las Palmas),–,1 (VII),1
"Navarro Elola, Luis Gonzaga",PP-PAR,Zaragoza,1 (VI),–,1
"Navarro Estevan, Joaquín †","PSP, PSOE",Almería,1 (I),1 (C),2
"Navarro Fernández-Rodríguez, Fernando",C's,Baleares,"2 (XI, XII)",–,2
"Navarro Garzón, Micaela",PSOE,Jaén,"4 (VII, VIII, XI, XII)","3 (VI, XIII, XIV)",7
"Navarro Gómez, Carlos",PSC-PSOE,Barcelona,"2 (III, IV)",–,2
"Navarro González, Eva",PP,Tenerife (Santa Cruz de Tenerife),–,1 (VII),1
"Navarro Lacoba, María Carmen",PP,Albacete,"4 (XI, XII, XIII, XIV)",–,4
"Navarro Lafita, María José",PSOE,Zaragoza,–,1 (VIII),1
"Navarro López, Pedro",PP,Zaragoza,1 (XIV),–,1
"Navarro Pérez, Patricia",PP,Málaga / Parlamento de Andalucía,–,"2 (IX, X)",2
"Navarro Tornay, José",PSOE,Sevilla,"3 (IV, V, VI)",–,3
"Navarro Velasco, Antonio",AP-PDP,Málaga,1 (II),–,1
"Navas Amores, José",IU-EB,Vizcaya,1 (VI),–,1
"Neira León, Francisco",PSC-PSOE,Barcelona,"4 (II, III, IV, V)",–,4
"Nestares García-Trevijano, María del Carmen",PP,Granada,1 (VII),–,1
"Nevado del Campo, María Elena",PP-EU,Cáceres,–,1 (X),1
"Nevado del Campo, María Magdalena",Vox,Cáceres,1 (XIV),–,1
"Nicolás Martínez, María Josefa",PP,Murcia,–,"2 (IX, X)",2
"Nieto Ballesteros, José Antonio",PP,Córdoba,"2 (XI, XII)",–,2
"Nieto Cicuéndez, José",IU,Asamblea de Madrid,–,"2 (V, VI)",2
"Nieto de Alba, Ubaldo †",UCD,León,–,"2 (C, I)",2
"Nieto González, Jerónimo",PSOE,Ávila,"6 (II, III, IV, V, VI, VII)",–,6
"Nieto Ledo, Manuel",PSOE,Badajoz,–,1 (VI),1
"Nieves Borrego, Julio",UCD,Segovia,–,"2 (C, I)",2
"Niño Rico, Encarnación",PSOE,Cádiz,1 (VIII),–,1
"Nogueira Pol, Evaristo",PP,La Coruña,–,1 (VIII),1
"Noguera de Roig, José Antonio †",UCD,Valencia,–,1 (C),1
"Noguera Torres, Juan Antonio",CP,Baleares,1 (III),–,1
"Nogueras i Camero, Míriam","DL, CDC, JxCat",Barcelona,"4 (XI, XII, XIII, XIV)",–,4
"Novella Suárez, Jorge",PSOE,Murcia,"4 (II, III, IV, V)",–,4
"Novillo Moreno, María Teresa",PP,Ciudad Real,–,1 (VII),1
"Novo Muñoz, Fernando",PSOE,Cortes de Castilla-La Mancha,–,1 (VI),1
"Nóvoa Carcacía, María del Pilar",PSdeG-PSOE,Orense,"4 (III, IV, V, VI)",1 (VII),5
"Nuet i Pujals, Joan Josep","EUiA, ERC (Sobiranistes)",Barcelona / Parlamento de Cataluña,"3 (X, XIII, XIV)","2 (VIII, IX)",5
"Nuevo Hidalgo, Daniel",PP,Las Palmas,1 (VIII),–,1
"Núñez Casal, José Luis",IU,Madrid,"2 (IV, VI)",–,2
"Núñez Castain, José",PA,Cádiz,1 (VII),–,1
"Núñez Diacono, Ramón",PSOE,Zaragoza,–,1 (IV),1
"Núñez Encabo, Manuel",PSOE,Soria,"4 (I, II, III, IV)",–,4
"Núñez González, Miguel †",PSUC-PCE,Barcelona,"2 (C, I)",–,2
"Núñez León, Carlos",PP,Sevilla,1 (VII),–,1
"Núñez Pérez, Manuel","UCD, CP, PP",León,"8 (C, I, II, III, IV, V, VI, VII)",–,8
"Núñez Rodríguez, Victorino †","CP, PP",Orense / Parlamento de Galicia,1 (IV),"3 (III, VI, VII)",4
"Obiols i Germà, Josep Maria ""Raimon""",PSC-PSOE,Barcelona,"3 (C, I, II)",–,3
"Ojeda Escobar, Antonio",PSOE,Jaén,1 (III),1 (I),2
"Ojo Torres, José Luis del",PP,Granada,1 (VIII),–,1
"Olabarría Muñoz, Emilio",PNV,Álava,"7 (III, IV, V, VI, VIII, IX, X)",–,7
"Olano Gurriarán, Eduardo","AP-PDP, CP",Orense,–,"2 (II, III)",2
"Olano Vela, Jaime Eduardo de",PP,Lugo,"5 (X, XI, XII, XIII, XIV)",–,5
"Olarra Ugartemendía, Luis †",Independiente,Designación real,–,1 (C),1
"Olarte Cullén, Lorenzo","UCD, CC",Las Palmas,"2 (I, V)",–,2
"Olarte Lasa, Ángel",PNV,Guipúzcoa,1 (II),–,1
"Olea Álvarez, Rafael",PSOE,Badajoz,1 (IV),–,1
"Oleaga Zalvidea, Txema",PSE-EE (PSOE),Vizcaya,–,"2 (XIII, XIV)",2
"Oliart i Pons, Joan",PSC-PSOE,Barcelona,1 (VII),1 (VI),2
"Oliart Saussol, Alberto Carlos",UCD,Badajoz,1 (I),–,1
"Oliva García, Francisco †",PSOE,Málaga,1 (II),–,1
"Oliva i Peña, Georgina",ERC,Barcelona,1 (VIII),–,1
"Olivencia Ruiz, Francisco †","UCD, PP",Ceuta,1 (I),"2 (V, VI)",3
"Olivenza Pozas, Antonio †",PSOE,Cáceres,1 (II),"2 (III, IV)",3
"Oliver Chirivella, Juan",UV,Valencia,1 (IV),–,1
"Oliver Sagreras, Isabel María",PSOE,Baleares,1 (VIII),–,1
"Oliveras i Terrades, Narcís †",CiU,Gerona,–,"3 (II, III, IV)",3
"Oliveri Albisu, Ignacio María","PNV, EA",Guipúzcoa,"2 (III, IV)",–,2
